Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Auckland Aero,1962,C74082,-37.00813,174.78873,7,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
1962,20170925:0800,18.0,24,13.2,24,10.6,24,-,-,-,D
1962,20170926:0800,18.5,24,14.6,24,13.9,24,-,-,-,D
1962,20170927:0800,19.7,24,13.4,24,12.1,24,-,-,-,D
1962,20170928:0800,17.4,24,12.6,24,10.1,24,-,-,-,D
1962,20170929:0800,17.9,24,10.9,24,8.5,24,-,-,-,D
1962,20170930:0800,17.4,24,10.8,24,7.9,24,-,-,-,D
1962,20171001:0800,17.3,24,9.6,24,6.8,24,-,-,-,D
1962,20171002:0800,16.0,24,10.3,24,9.3,24,-,-,-,D
1962,20171003:0800,16.7,24,12.3,24,10.9,24,-,-,-,D
1962,20171004:0800,17.3,24,12.7,24,10.9,24,-,-,-,D
1962,20171005:0800,17.1,24,12.6,24,11.1,24,-,-,-,D
1962,20171006:0800,17.8,24,11.0,24,8.3,24,-,-,-,D
1962,20171007:0800,18.5,24,13.2,24,11.8,24,-,-,-,D
1962,20171008:0800,-,-,13.8,24,13.3,24,-,-,-,D
1962,20171009:0800,20.1,24,13.7,24,11.7,24,-,-,-,D
1962,20171010:0800,19.9,24,13.6,24,12.0,24,-,-,-,D
1962,20171011:0800,19.3,24,13.1,24,11.9,24,-,-,-,D
1962,20171012:0800,16.9,24,11.8,24,10.2,24,-,-,-,D
1962,20171013:0800,17.3,24,12.2,24,10.1,24,-,-,-,D
1962,20171014:0800,18.5,24,13.5,24,13.9,24,-,-,-,D
1962,20171015:0800,18.3,24,12.3,24,10.5,24,-,-,-,D
1962,20171016:0800,16.7,24,12.6,24,10.2,24,-,-,-,D
1962,20171017:0800,17.6,24,12.2,24,10.3,24,-,-,-,D
1962,20171018:0800,16.5,24,12.0,24,11.0,24,-,-,-,D
1962,20171019:0800,16.7,24,6.8,24,4.2,24,-,-,-,D
1962,20171020:0800,16.5,24,10.6,24,11.9,24,-,-,-,D
1962,20171021:0800,17.6,24,12.8,24,12.3,24,-,-,-,D
1962,20171022:0800,16.9,24,13.3,24,12.1,24,-,-,-,D
1962,20171023:0800,17.7,24,12.7,24,11.3,24,-,-,-,D
1962,20171024:0800,17.1,24,12.2,24,10.5,24,-,-,-,D
1962,20171025:0800,18.4,24,12.8,24,10.9,24,-,-,-,D
1962,20171026:0800,17.6,24,13.2,24,12.2,24,-,-,-,D
1962,20171027:0800,18.9,24,14.4,24,13.8,24,-,-,-,D
1962,20171028:0800,18.9,24,14.5,24,15.0,24,-,-,-,D
1962,20171029:0800,18.6,24,14.8,24,14.8,24,-,-,-,D
1962,20171030:0800,21.3,24,14.9,24,15.0,24,-,-,-,D
1962,20171031:0800,20.5,24,11.7,24,10.6,24,-,-,-,D
1962,20171101:0800,21.2,24,13.7,24,13.4,24,-,-,-,D
1962,20171102:0800,19.6,24,14.1,24,12.6,24,-,-,-,D
1962,20171103:0800,21.1,24,15.7,24,14.9,24,-,-,-,D
1962,20171104:0800,20.5,24,16.8,24,16.6,24,-,-,-,D
1962,20171105:0800,19.9,24,12.9,24,12.4,24,-,-,-,D
1962,20171106:0800,20.8,24,13.9,24,12.0,24,-,-,-,D
1962,20171107:0800,17.8,24,8.3,24,8.0,24,-,-,-,D
1962,20171108:0800,20.0,24,14.0,24,15.0,24,-,-,-,D
1962,20171109:0800,18.3,24,12.3,24,10.3,24,-,-,-,D
1962,20171110:0800,18.4,24,13.3,24,11.7,24,-,-,-,D
1962,20171111:0800,17.7,24,11.8,24,10.3,24,-,-,-,D
1962,20171112:0800,18.6,24,10.8,24,9.0,24,-,-,-,D
1962,20171113:0800,17.9,24,8.8,24,8.0,24,-,-,-,D
1962,20171114:0800,20.4,24,11.1,24,9.3,24,-,-,-,D
1962,20171115:0800,19.4,24,9.2,24,7.3,24,-,-,-,D
1962,20171116:0800,19.9,24,11.0,24,9.4,24,-,-,-,D
1962,20171117:0800,21.4,24,11.4,24,9.5,24,-,-,-,D
1962,20171118:0800,22.6,24,13.6,24,11.8,24,-,-,-,D
1962,20171119:0800,20.0,24,12.1,24,10.9,24,-,-,-,D
1962,20171120:0800,19.5,24,12.8,24,12.8,24,-,-,-,D
1962,20171121:0800,23.8,24,12.5,24,10.1,24,-,-,-,D
1962,20171122:0800,21.8,24,13.9,24,10.3,24,-,-,-,D
1962,20171123:0800,22.0,24,12.2,24,8.5,24,-,-,-,D
1962,20171124:0800,22.9,24,14.7,24,10.4,24,-,-,-,D
1962,20171125:0800,22.6,24,15.0,24,11.9,24,-,-,-,D
1962,20171126:0800,22.4,24,15.4,24,13.2,24,-,-,-,D
1962,20171127:0800,23.1,24,14.5,24,11.5,24,-,-,-,D
1962,20171128:0800,24.1,24,16.1,24,13.4,24,-,-,-,D
1962,20171129:0800,22.3,24,14.8,24,11.5,24,-,-,-,D
1962,20171130:0800,23.9,24,15.9,24,13.6,24,-,-,-,D
1962,20171201:0800,23.6,24,13.8,24,11.0,24,-,-,-,D
1962,20171202:0800,24.4,24,13.2,24,9.4,24,-,-,-,D
1962,20171203:0800,24.0,24,12.8,24,9.6,24,-,-,-,D
1962,20171204:0800,25.3,24,14.4,24,10.4,24,-,-,-,D
1962,20171205:0800,25.1,24,15.9,24,11.5,24,-,-,-,D
1962,20171206:0800,24.8,24,16.3,24,13.1,24,-,-,-,D
1962,20171207:0800,26.8,24,14.8,24,10.9,24,-,-,-,D
1962,20171208:0800,26.4,24,17.6,24,14.3,24,-,-,-,D
1962,20171209:0800,26.4,24,17.3,24,14.5,24,-,-,-,D
1962,20171210:0800,26.0,24,17.0,24,14.8,24,-,-,-,D
1962,20171211:0800,25.3,24,18.5,24,16.7,24,-,-,-,D
1962,20171212:0800,25.7,24,18.6,24,16.5,24,-,-,-,D
1962,20171213:0800,24.8,24,18.5,24,16.2,24,-,-,-,D
1962,20171214:0800,25.3,24,16.3,24,15.7,24,-,-,-,D
1962,20171215:0800,25.4,24,13.7,24,11.3,24,-,-,-,D
1962,20171216:0800,25.3,24,16.9,24,14.6,24,-,-,-,D
1962,20171217:0800,25.3,24,16.2,24,13.3,24,-,-,-,D
1962,20171218:0800,26.5,24,18.9,24,17.1,24,-,-,-,D
1962,20171219:0800,26.3,24,17.4,24,15.8,24,-,-,-,D
1962,20171220:0800,23.6,24,18.4,24,16.7,24,-,-,-,D
1962,20171221:0800,22.4,24,15.3,24,12.9,24,-,-,-,D
1962,20171222:0800,23.2,24,18.6,24,17.1,24,-,-,-,D
1962,20171223:0800,25.1,24,18.1,24,15.8,24,-,-,-,D
1962,20171224:0800,25.3,24,16.5,24,14.6,24,-,-,-,D
1962,20171225:0800,25.9,24,15.4,24,12.3,24,-,-,-,D
1962,20171226:0800,25.6,24,17.7,24,17.2,24,-,-,-,D
1962,20171227:0800,23.0,24,16.1,24,14.4,24,-,-,-,D
1962,20171228:0800,23.5,24,12.5,24,9.4,24,-,-,-,D
1962,20171229:0800,21.0,24,14.3,24,12.2,24,-,-,-,D
1962,20171230:0800,23.3,24,13.7,24,10.5,24,-,-,-,D
1962,20171231:0800,24.8,24,13.6,24,10.9,24,-,-,-,D
1962,20180101:0800,24.8,24,17.9,24,16.6,24,-,-,-,D
1962,20180102:0800,25.6,24,17.5,24,15.8,24,-,-,-,D
1962,20180103:0800,27.6,24,16.6,24,14.6,24,-,-,-,D
1962,20180104:0800,27.4,24,20.9,24,19.8,24,-,-,-,D
1962,20180105:0800,22.1,24,19.4,24,18.4,24,-,-,-,D
1962,20180106:0800,22.0,24,18.3,24,17.6,24,-,-,-,D
1962,20180107:0800,23.7,24,18.1,24,17.4,24,-,-,-,D
1962,20180108:0800,23.7,24,17.3,24,15.6,24,-,-,-,D
1962,20180109:0800,23.6,24,16.2,24,14.7,24,-,-,-,D
1962,20180110:0800,24.9,24,18.3,24,17.0,24,-,-,-,D
1962,20180111:0800,25.0,24,18.6,24,17.3,24,-,-,-,D
1962,20180112:0800,25.6,24,18.6,24,17.3,24,-,-,-,D
1962,20180113:0800,29.4,24,19.5,24,17.1,24,-,-,-,D
1962,20180114:0800,27.0,24,19.0,24,17.5,24,-,-,-,D
1962,20180115:0800,27.4,24,19.0,24,16.6,24,-,-,-,D
1962,20180116:0800,27.5,24,19.5,24,17.6,24,-,-,-,D
1962,20180117:0800,25.8,24,19.8,24,18.0,24,-,-,-,D
1962,20180118:0800,25.0,24,19.3,24,18.9,24,-,-,-,D
1962,20180119:0800,21.4,24,19.0,24,19.1,24,-,-,-,D
1962,20180120:0800,26.4,24,20.1,24,18.7,24,-,-,-,D
1962,20180121:0800,27.5,24,19.9,24,18.3,24,-,-,-,D
1962,20180122:0800,27.6,24,19.1,24,19.1,24,-,-,-,D
1962,20180123:0800,25.6,24,19.5,24,19.7,24,-,-,-,D
1962,20180124:0800,26.8,24,20.0,24,18.7,24,-,-,-,D
1962,20180125:0800,26.1,24,20.7,24,19.3,24,-,-,-,D
1962,20180126:0800,26.5,24,21.2,24,20.4,24,-,-,-,D
1962,20180127:0800,27.7,24,19.1,24,17.0,24,-,-,-,D
1962,20180128:0800,28.3,24,18.8,24,17.2,24,-,-,-,D
1962,20180129:0800,29.0,24,19.1,24,17.0,24,-,-,-,D
1962,20180130:0800,28.8,24,19.0,24,17.3,24,-,-,-,D
1962,20180131:0800,27.7,24,18.1,24,16.4,24,-,-,-,D
1962,20180201:0800,27.2,24,21.6,24,20.5,24,-,-,-,D
1962,20180202:0800,23.4,24,19.1,24,17.4,24,-,-,-,D
1962,20180203:0800,23.3,24,16.0,24,14.2,24,-,-,-,D
1962,20180204:0800,20.9,24,15.2,24,15.6,24,-,-,-,D
1962,20180205:0800,22.9,24,16.0,24,15.4,24,-,-,-,D
1962,20180206:0800,23.9,24,16.5,24,14.9,24,-,-,-,D
1962,20180207:0800,23.7,24,16.6,24,15.5,24,-,-,-,D
1962,20180208:0800,24.7,24,16.3,24,14.7,24,-,-,-,D
1962,20180209:0800,21.6,24,15.5,24,16.3,24,-,-,-,D
1962,20180210:0800,20.9,24,16.2,24,18.1,24,-,-,-,D
1962,20180211:0800,23.2,24,20.9,24,21.4,24,-,-,-,D
1962,20180212:0800,23.6,24,20.4,24,19.9,24,-,-,-,D
1962,20180213:0800,27.9,24,22.3,24,22.7,24,-,-,-,D
1962,20180214:0800,24.0,24,21.2,24,21.2,24,-,-,-,D
1962,20180215:0800,25.7,24,18.8,24,18.8,24,-,-,-,D
1962,20180216:0800,24.7,24,16.1,24,15.5,24,-,-,-,D
1962,20180217:0800,28.1,24,19.1,24,18.7,24,-,-,-,D
1962,20180218:0800,26.8,24,19.5,24,18.7,24,-,-,-,D
1962,20180219:0800,27.0,24,21.9,24,21.3,24,-,-,-,D
1962,20180220:0800,27.6,24,21.9,24,21.2,24,-,-,-,D
1962,20180221:0800,26.7,24,18.9,24,18.4,24,-,-,-,D
1962,20180222:0800,23.8,24,15.3,24,15.4,24,-,-,-,D
1962,20180223:0800,22.9,24,15.4,24,14.8,24,-,-,-,D
1962,20180224:0800,23.1,24,15.5,24,13.9,24,-,-,-,D
1962,20180225:0800,23.4,24,14.5,24,12.9,24,-,-,-,D
1962,20180226:0800,24.0,24,15.4,24,14.5,24,-,-,-,D
1962,20180227:0800,24.1,24,18.6,24,19.4,24,-,-,-,D
1962,20180228:0800,24.7,24,18.5,24,18.0,24,-,-,-,D
1962,20180301:0800,24.1,24,18.8,24,16.6,24,-,-,-,D
1962,20180302:0800,24.5,24,19.6,24,18.7,24,-,-,-,D
1962,20180303:0800,25.8,24,17.3,24,14.8,24,-,-,-,D
1962,20180304:0800,25.8,24,17.5,24,14.6,24,-,-,-,D
1962,20180305:0800,26.0,24,16.4,24,12.3,24,-,-,-,D
1962,20180306:0800,26.1,24,17.3,24,14.5,24,-,-,-,D
1962,20180307:0800,26.8,24,19.0,24,19.5,24,-,-,-,D
1962,20180308:0800,26.1,24,16.7,24,15.0,24,-,-,-,D
1962,20180309:0800,22.9,24,16.9,24,14.8,24,-,-,-,D
1962,20180310:0800,25.2,24,14.2,24,11.1,24,-,-,-,D
1962,20180311:0800,24.3,24,14.5,24,11.4,24,-,-,-,D
1962,20180312:0800,22.9,24,14.7,24,13.5,24,-,-,-,D
1962,20180313:0800,19.1,24,15.4,24,15.0,24,-,-,-,D
1962,20180314:0800,23.2,24,16.4,24,14.7,24,-,-,-,D
1962,20180315:0800,22.4,24,12.4,24,9.8,24,-,-,-,D
1962,20180316:0800,21.2,24,13.8,24,11.7,24,-,-,-,D
1962,20180317:0800,23.2,24,14.5,24,11.8,24,-,-,-,D
1962,20180318:0800,23.1,24,15.0,24,13.0,24,-,-,-,D
1962,20180319:0800,23.2,24,15.7,24,12.4,24,-,-,-,D
1962,20180320:0800,24.1,24,14.9,24,11.3,24,-,-,-,D
1962,20180321:0800,25.6,24,13.8,24,10.4,24,-,-,-,D
1962,20180322:0800,24.3,24,13.5,24,10.6,24,-,-,-,D
1962,20180323:0800,24.6,24,15.0,24,11.5,24,-,-,-,D
1962,20180324:0800,23.0,24,15.5,24,14.8,24,-,-,-,D
1962,20180325:0800,23.4,24,16.8,24,16.6,24,-,-,-,D
1962,20180326:0800,22.6,24,12.9,24,11.3,24,-,-,-,D
1962,20180327:0800,24.8,24,16.1,24,12.4,24,-,-,-,D
1962,20180328:0800,24.8,24,16.3,24,13.1,24,-,-,-,D
1962,20180329:0800,23.5,24,17.5,24,15.6,24,-,-,-,D
1962,20180330:0800,24.0,24,17.0,24,14.9,24,-,-,-,D
1962,20180331:0800,22.7,24,16.4,24,14.0,24,-,-,-,D
1962,20180401:0900,23.0,24,16.2,24,13.6,24,-,-,-,D
1962,20180402:0900,22.1,24,14.3,24,9.8,24,-,-,-,D
1962,20180403:0900,21.5,24,16.2,24,13.4,24,-,-,-,D
1962,20180404:0900,22.7,24,15.6,24,13.2,24,-,-,-,D
1962,20180405:0900,23.8,24,17.2,24,14.4,24,-,-,-,D
1962,20180406:0900,22.9,24,12.8,24,8.7,24,-,-,-,D
1962,20180407:0900,22.5,24,14.9,24,10.9,24,-,-,-,D
1962,20180408:0900,23.0,24,12.0,24,8.6,24,-,-,-,D
1962,20180409:0900,21.6,24,12.6,24,10.4,24,-,-,-,D
1962,20180410:0900,21.9,24,15.1,24,14.5,24,-,-,-,D
1962,20180411:0900,21.5,24,8.4,24,7.8,24,-,-,-,D
1962,20180412:0900,14.6,24,8.0,24,5.0,24,-,-,-,D
1962,20180413:0900,17.6,24,12.4,24,12.1,24,-,-,-,D
1962,20180414:0900,20.2,24,14.1,24,13.4,24,-,-,-,D
1962,20180415:0900,21.5,24,14.6,24,13.0,24,-,-,-,D
1962,20180416:0900,21.0,24,16.8,24,16.5,24,-,-,-,D
1962,20180417:0900,22.9,24,15.3,24,14.2,24,-,-,-,D
1962,20180418:0900,23.4,24,16.1,24,13.9,24,-,-,-,D
1962,20180419:0900,18.7,24,11.5,24,9.6,24,-,-,-,D
1962,20180420:0900,19.1,24,13.5,24,10.7,24,-,-,-,D
1962,20180421:0900,20.0,24,13.8,24,11.6,24,-,-,-,D
1962,20180422:0900,21.0,24,14.2,24,12.2,24,-,-,-,D
1962,20180423:0900,18.8,24,11.9,24,8.4,24,-,-,-,D
1962,20180424:0900,18.0,24,12.9,24,12.5,24,-,-,-,D
1962,20180425:0900,18.3,24,10.6,24,8.0,24,-,-,-,D
1962,20180426:0900,19.9,24,10.0,24,7.2,24,-,-,-,D
1962,20180427:0900,19.5,24,11.6,24,8.4,24,-,-,-,D
1962,20180428:0900,20.4,24,15.5,24,15.6,24,-,-,-,D
1962,20180429:0900,19.0,24,17.1,24,16.3,24,-,-,-,D
1962,20180430:0900,21.5,24,15.1,24,13.2,24,-,-,-,D
1962,20180501:0900,21.9,24,15.8,24,14.7,24,-,-,-,D
1962,20180502:0900,20.5,24,13.7,24,11.7,24,-,-,-,D
1962,20180503:0900,20.3,24,8.0,24,6.3,24,-,-,-,D
1962,20180504:0900,17.2,24,7.3,24,5.2,24,-,-,-,D
1962,20180505:0900,18.1,24,10.2,24,7.7,24,-,-,-,D
1962,20180506:0900,19.0,24,13.7,24,11.1,24,-,-,-,D
1962,20180507:0900,19.5,24,14.0,24,11.0,24,-,-,-,D
1962,20180508:0900,18.3,24,14.2,24,11.2,24,-,-,-,D
1962,20180509:0900,18.8,24,14.0,24,11.7,24,-,-,-,D
1962,20180510:0900,20.0,24,9.8,24,7.9,24,-,-,-,D
1962,20180511:0900,20.6,24,12.4,24,12.1,24,-,-,-,D
1962,20180512:0900,20.9,24,16.3,24,14.8,24,-,-,-,D
1962,20180513:0900,18.6,24,16.6,24,15.9,24,-,-,-,D
1962,20180514:0900,22.8,24,16.2,24,15.0,24,-,-,-,D
1962,20180515:0900,22.1,24,16.7,24,15.4,24,-,-,-,D
1962,20180516:0900,21.6,24,16.3,24,14.5,24,-,-,-,D
1962,20180517:0900,21.8,24,12.3,24,10.4,24,-,-,-,D
1962,20180518:0900,16.8,24,10.9,24,8.4,24,-,-,-,D
1962,20180519:0900,18.3,24,11.4,24,9.4,24,-,-,-,D
1962,20180520:0900,17.9,24,10.3,24,8.4,24,-,-,-,D
1962,20180521:0900,18.7,24,13.1,24,11.7,24,-,-,-,D
1962,20180522:0900,19.7,24,12.8,24,10.9,24,-,-,-,D
1962,20180523:0900,18.9,24,11.2,24,11.4,24,-,-,-,D
1962,20180524:0900,14.9,24,10.3,24,9.2,24,-,-,-,D
1962,20180525:0900,17.0,24,12.5,24,10.9,24,-,-,-,D
1962,20180526:0900,16.2,24,7.0,24,8.6,24,-,-,-,D
1962,20180527:0900,14.7,24,10.4,24,9.8,24,-,-,-,D
1962,20180528:0900,16.6,24,7.4,24,7.4,24,-,-,-,D
1962,20180529:0900,11.9,24,3.5,24,2.5,24,-,-,-,D
1962,20180530:0900,12.9,24,4.1,24,2.2,24,-,-,-,D
1962,20180531:0900,13.1,24,3.7,24,1.8,24,-,-,-,D
1962,20180601:0900,14.7,24,2.8,24,1.6,24,-,-,-,D
1962,20180602:0900,16.4,24,5.6,24,6.1,24,-,-,-,D
1962,20180603:0900,16.1,24,13.3,24,11.3,24,-,-,-,D
1962,20180604:0900,16.0,24,10.7,24,10.2,24,-,-,-,D
1962,20180605:0900,17.6,24,13.7,24,13.2,24,-,-,-,D
1962,20180606:0900,16.0,24,11.5,24,9.4,24,-,-,-,D
1962,20180607:0900,13.5,24,6.7,24,5.6,24,-,-,-,D
1962,20180608:0900,12.2,24,6.9,24,4.9,24,-,-,-,D
1962,20180609:0900,15.4,24,3.8,24,2.9,24,-,-,-,D
1962,20180610:0900,16.2,24,5.1,24,4.4,24,-,-,-,D
1962,20180611:0900,14.9,24,9.1,24,6.8,24,-,-,-,D
1962,20180612:0900,12.8,24,9.5,24,9.5,24,-,-,-,D
1962,20180613:0900,15.2,24,12.5,24,11.5,24,-,-,-,D
1962,20180614:0900,16.4,24,10.4,24,8.5,24,-,-,-,D
1962,20180615:0900,16.5,24,7.7,24,7.0,24,-,-,-,D
1962,20180616:0900,18.0,24,9.9,24,8.9,24,-,-,-,D
1962,20180617:0900,18.8,24,11.0,24,9.9,24,-,-,-,D
1962,20180618:0900,17.1,24,10.2,24,9.1,24,-,-,-,D
1962,20180619:0900,18.3,24,11.4,24,10.4,24,-,-,-,D
1962,20180620:0900,17.3,24,11.0,24,10.9,24,-,-,-,D
1962,20180621:0900,12.5,24,10.1,24,9.7,24,-,-,-,D
1962,20180622:0900,13.2,24,4.8,24,3.4,24,-,-,-,D
1962,20180623:0900,13.0,24,5.9,24,4.7,24,-,-,-,D
1962,20180624:0900,15.0,24,7.5,24,6.9,24,-,-,-,D
1962,20180625:0900,16.7,24,10.6,24,10.2,24,-,-,-,D
1962,20180626:0900,13.5,24,8.2,24,7.5,24,-,-,-,D
1962,20180627:0900,12.5,24,1.9,24,2.5,24,-,-,-,D
1962,20180628:0900,13.0,24,3.6,24,3.4,24,-,-,-,D
1962,20180629:0900,14.0,24,7.1,24,5.6,24,-,-,-,D
1962,20180630:0900,12.0,24,1.1,24,1.3,24,-,-,-,D
1962,20180701:0900,14.3,24,4.0,24,4.8,24,-,-,-,D
1962,20180702:0900,13.7,24,9.5,24,9.2,24,-,-,-,D
1962,20180703:0900,15.6,24,6.2,24,5.4,24,-,-,-,D
1962,20180704:0900,13.3,24,2.7,24,1.4,24,-,-,-,D
1962,20180705:0900,13.4,24,5.5,24,5.2,24,-,-,-,D
1962,20180706:0900,13.7,24,5.0,24,3.9,24,-,-,-,D
1962,20180707:0900,15.0,24,4.9,24,4.7,24,-,-,-,D
1962,20180708:0900,15.8,24,9.2,24,7.6,24,-,-,-,D
1962,20180709:0900,16.7,24,12.0,24,10.5,24,-,-,-,D
1962,20180710:0900,16.6,24,8.4,24,7.4,24,-,-,-,D
1962,20180711:0900,14.4,24,7.8,24,5.6,24,-,-,-,D
1962,20180712:0900,14.8,24,7.3,24,5.4,24,-,-,-,D
1962,20180713:0900,15.1,24,3.7,24,3.1,24,-,-,-,D
1962,20180714:0900,13.9,24,7.3,24,5.9,24,-,-,-,D
1962,20180715:0900,16.1,24,12.4,24,11.6,24,-,-,-,D
1962,20180716:0900,13.6,24,8.8,24,8.8,24,-,-,-,D
1962,20180717:0900,16.4,24,8.1,24,7.9,24,-,-,-,D
1962,20180718:0900,15.9,24,7.7,24,7.3,24,-,-,-,D
1962,20180719:0900,15.2,24,9.4,24,9.0,24,-,-,-,D
1962,20180720:0900,16.6,24,7.9,24,7.3,24,-,-,-,D
1962,20180721:0900,15.5,24,7.2,24,6.7,24,-,-,-,D
1962,20180722:0900,16.5,24,10.0,24,10.3,24,-,-,-,D
1962,20180723:0900,16.4,24,7.4,24,7.0,24,-,-,-,D
1962,20180724:0900,14.3,24,5.0,24,4.8,24,-,-,-,D
1962,20180725:0900,14.1,24,3.6,24,4.1,24,-,-,-,D
1962,20180726:0900,15.1,24,8.2,24,8.6,24,-,-,-,D
1962,20180727:0900,16.9,24,5.8,24,5.9,24,-,-,-,D
1962,20180728:0900,15.4,24,8.7,24,8.8,24,-,-,-,D
1962,20180729:0900,16.4,24,9.0,24,7.9,24,-,-,-,D
1962,20180730:0900,16.6,24,10.9,24,8.4,24,-,-,-,D
1962,20180731:0900,14.4,24,5.3,24,4.4,24,-,-,-,D
1962,20180801:0900,15.7,24,10.7,24,9.0,24,-,-,-,D
1962,20180802:0900,16.3,24,7.1,24,6.7,24,-,-,-,D
1962,20180803:0900,16.5,24,9.3,24,10.5,24,-,-,-,D
1962,20180804:0900,14.2,24,4.8,24,4.5,24,-,-,-,D
1962,20180805:0900,14.9,24,8.2,24,8.6,24,-,-,-,D
1962,20180806:0900,14.4,24,7.6,24,6.4,24,-,-,-,D
1962,20180807:0900,16.7,24,6.8,24,5.5,24,-,-,-,D
1962,20180808:0900,17.8,24,9.5,24,8.5,24,-,-,-,D
1962,20180809:0900,15.5,24,10.4,24,9.0,24,-,-,-,D
1962,20180810:0900,15.8,24,7.3,24,6.0,24,-,-,-,D
1962,20180811:0900,16.2,24,7.1,24,5.8,24,-,-,-,D
1962,20180812:0900,16.6,24,4.8,24,3.8,24,-,-,-,D
1962,20180813:0900,16.3,24,6.8,24,5.4,24,-,-,-,D
1962,20180814:0900,15.7,24,9.9,24,8.9,24,-,-,-,D
1962,20180815:0900,15.1,24,10.4,24,8.8,24,-,-,-,D
1962,20180816:0900,15.0,24,11.5,24,9.5,24,-,-,-,D
1962,20180817:0900,17.0,24,11.5,24,11.3,24,-,-,-,D
1962,20180818:0900,15.1,24,9.7,24,8.8,24,-,-,-,D
1962,20180819:0900,14.8,24,5.0,24,5.0,24,-,-,-,D
1962,20180820:0900,14.9,24,8.4,24,7.8,24,-,-,-,D
1962,20180821:0900,16.8,24,10.3,24,9.4,24,-,-,-,D
1962,20180822:0900,14.7,24,8.7,24,7.6,24,-,-,-,D
1962,20180823:0900,14.5,24,10.5,24,10.1,24,-,-,-,D
1962,20180824:0900,14.0,24,7.1,24,7.5,24,-,-,-,D
1962,20180825:0900,14.5,24,9.7,24,9.0,24,-,-,-,D
1962,20180826:0900,15.1,24,9.7,24,8.8,24,-,-,-,D
1962,20180827:0900,15.0,24,6.7,24,7.2,24,-,-,-,D
1962,20180828:0900,15.3,24,6.9,24,6.7,24,-,-,-,D
1962,20180829:0900,17.3,24,10.3,24,11.7,24,-,-,-,D
1962,20180830:0900,17.6,24,8.6,24,8.9,24,-,-,-,D
1962,20180831:0900,15.0,24,7.4,24,8.3,24,-,-,-,D
1962,20180901:0900,17.1,24,7.5,24,8.0,24,-,-,-,D
1962,20180902:0900,16.8,24,9.5,24,11.9,24,-,-,-,D
1962,20180903:0900,17.1,24,8.8,24,9.8,24,-,-,-,D
1962,20180904:0900,14.7,24,5.6,24,7.9,24,-,-,-,D
1962,20180905:0900,13.7,24,7.5,24,7.6,24,-,-,-,D
1962,20180906:0900,16.1,24,9.1,24,9.7,24,-,-,-,D
1962,20180907:0900,13.8,24,9.6,24,9.2,24,-,-,-,D
1962,20180908:0900,15.5,24,7.6,24,7.1,24,-,-,-,D
1962,20180909:0900,16.2,24,9.5,24,8.3,24,-,-,-,D
1962,20180910:0900,14.4,24,10.6,24,9.7,24,-,-,-,D
1962,20180911:0900,15.3,24,11.1,24,11.1,24,-,-,-,D
1962,20180912:0900,17.0,24,6.9,24,7.4,24,-,-,-,D
1962,20180913:0900,16.6,24,10.9,24,10.6,24,-,-,-,D
1962,20180914:0900,14.8,24,12.6,24,11.1,24,-,-,-,D
1962,20180915:0900,16.1,24,11.2,24,10.1,24,-,-,-,D
1962,20180916:0900,19.1,24,10.8,24,10.4,24,-,-,-,D
1962,20180917:0900,17.7,24,12.9,24,11.7,24,-,-,-,D
1962,20180918:0900,20.4,24,13.0,24,11.7,24,-,-,-,D
1962,20180919:0900,17.0,24,14.2,24,13.5,24,-,-,-,D
1962,20180920:0900,18.9,24,12.2,24,10.9,24,-,-,-,D
1962,20180921:0900,20.6,24,12.3,24,12.2,24,-,-,-,D
1962,20180922:0900,17.5,24,11.1,24,10.4,24,-,-,-,D
1962,20180923:0900,18.3,24,7.9,24,7.9,24,-,-,-,D
1962,20180924:0900,16.3,24,11.1,24,10.8,24,-,-,-,D
1962,20180925:0900,17.5,24,8.2,24,7.3,24,-,-,-,D
1962,20180926:0900,14.0,24,8.6,24,9.2,24,-,-,-,D
1962,20180927:0900,15.1,24,10.6,24,9.4,24,-,-,-,D
1962,20180928:0900,15.9,24,7.0,24,6.3,24,-,-,-,D
1962,20180929:0900,16.0,24,5.6,24,5.2,24,-,-,-,D
1962,20180930:0800,16.1,24,5.9,24,5.4,24,-,-,-,D
1962,20181001:0800,18.8,24,11.0,24,9.5,24,-,-,-,D
1962,20181002:0800,18.3,24,12.0,24,12.6,24,-,-,-,D
1962,20181003:0800,17.0,24,10.3,24,9.5,24,-,-,-,D
1962,20181004:0800,17.8,24,10.2,24,9.2,24,-,-,-,D
1962,20181005:0800,18.0,24,8.8,24,4.4,24,-,-,-,D
1962,20181006:0800,18.3,24,10.1,24,6.5,24,-,-,-,D
1962,20181007:0800,20.8,24,9.3,24,5.2,24,-,-,-,D
1962,20181008:0800,19.3,24,11.7,24,9.8,24,-,-,-,D
1962,20181009:0800,17.3,24,8.1,24,3.1,24,-,-,-,D
1962,20181010:0800,16.9,24,8.4,24,4.6,24,-,-,-,D
